Feature,Target
5.4881350392732475,9.811120237763138
7.151893663724195,15.204613814402578
6.027633760716439,12.520929961163338
5.448831829968968,9.361419973660713
4.236547993389047,9.961348180573694
6.458941130666561,14.813771437363705
4.375872112626925,9.9305237964135
8.917730007820797,17.655535179829243
9.636627605010293,18.202502588510043
3.8344151882577773,8.72328210344669
7.917250380826646,15.431323814680113
5.288949197529044,11.800343465440516
5.680445610939323,11.569166199955506
9.25596638292661,19.488571802336935
0.7103605819788694,1.7770875611321406
0.8712929970154071,2.449159162222762
0.2021839744032572,0.41486796952733485
8.32619845547938,18.438267404864597
7.781567509498505,15.690047111700629
8.700121482468191,17.802232328381084
9.78618342232764,21.455517541711536
7.9915856421672355,14.635412223192025
4.6147936225293185,7.959102246572903
7.805291762864554,16.57998023388712
1.1827442586893322,1.1923651122645045
6.399210213275238,14.74204161219977
1.433532874090464,2.453446767421181
9.446689170495839,18.14592352955092
5.218483217500717,12.359908461481819
4.146619399905235,9.773753591244896
2.64555612104627,7.15867120251911
7.742336894342166,16.390718446959717
4.5615033221654855,8.261780959276269
5.684339488686485,13.278743930472004
0.18789800436355142,0.10779263777572246
6.176354970758771,13.155166337313938
6.120957227224214,13.189166422222177
6.169339968747569,12.183669844404305
9.437480785146242,19.489040940638564
6.818202991034834,14.558612653636194
3.59507900573786,7.566583542631349
4.3703195379934145,7.641238285402634
6.976311959272649,14.250862092751353
0.6022547162926983,2.530895329272427
6.667667154456677,12.640766449181987
6.706378696181594,13.263122852035517
2.103825610738409,3.77249766975518
1.289262976548533,4.427789681576408
3.1542835092418384,6.980861775496113
3.637107709426226,7.681677255093563
5.701967704178797,10.634019333912278
4.386015134623204,9.311279460538225
9.883738380592263,19.093144100527148
1.0204481074802807,2.0727267732349124
2.088767560948347,3.541689043517813
1.6130951788499626,3.902623652646425
6.531083254653984,13.638757325922908
2.532916025397821,4.857533295217647
4.663107728563062,9.72222216978777
2.4442559200160274,3.795450331301549
1.5896958364551972,1.6881340802047888
1.1037514116430513,2.6468945245506394
6.563295894652734,13.293265284677997
1.381829513486138,3.3986904638643827
1.965823616800535,6.314792008465012
3.687251706609641,8.318982900209695
8.209932298479352,15.507042371514546
0.9710127579306127,3.0590418039570784
8.379449074988038,15.442990739464555
0.9609840789396307,1.4603835530645524
9.764594650133958,19.460947694943286
4.686512016477016,11.086366754603398
9.767610881903371,18.790466941758304
6.04845519745046,11.270471856241906
7.3926357939830165,14.6868190635406
0.39187792254320675,0.12027755872430612
2.828069625764096,6.782775173634699
1.201965612131689,1.3239997158999548
2.9614019752214493,4.775335298031797
1.1872771895424405,1.936734334340447
3.1798317939397602,5.861631137187215
4.1426299451467,10.214791944110386
0.6414749634878436,2.232370733901448
6.924721193700199,13.936993628785588
5.666014542065751,10.106593565301335
2.653894909394454,6.152152795190456
5.232480534666997,9.464745721944428
0.9394051075844168,0.3340391183912219
5.759464955561793,12.706959703475887
9.292961975762141,18.902866563449134
3.1856895245132364,7.292237872807291
6.674103799636817,13.666935252216655
1.3179786240439217,3.4927878599905346
7.163272041185655,13.675518489071163
2.894060929472011,4.753879017159557
1.8319136200711683,4.345421758423964
5.865129348100831,10.926849032027821
0.20107546187493552,-0.2873988540003295
8.289400292173632,16.12326808082992
0.046954761925470656,0.11138868287599804
